"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_wooden_fence.M_wooden_fence","0","44","1","1","50.118019","0","756"
"/Game/3DAssets/ForestEnvironment/standardSurface1.standardSurface1","0","14","1","1","13.931435","0","61"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_thatched_roof.M_thatched_roof","0","42","1","1","44.657295","0","207"
"/Game/3DAssets/ForestEnvironment/Material_1.Material_1","0","14","1","1","0.000000","0","61"
"/Game/3DAssets/ForestEnvironment/Material_0.Material_0","0","14","1","1","0.000000","0","61"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_door.M_door","0","23","1","1","24.580902","0","152"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_column_decoration.M_column_decoration","0","23","2","1","23.809898","0","114"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_building_metal.M_building_metal","0","23","1","1","24.162292","0","112"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_aura9.M_ky_aura9","0","40","2","2","30.945347","0","261"
"/Game/3DAssets/standardSurface1.standardSurface1","0","14","1","1","0.000000","0","61"
"/Game/3DAssets/lambert2SG.lambert2SG","0","28","1","1","27.382427","0","196"
"/Game/FX_Effect/FXVarietyPack/EpicContent/Materials/M_LightTube.M_LightTube","0","4","2","1","2.989940","0","11"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_dust01_4x4.M_ky_dust01_4x4","0","9","1","1","8.663707","0","47"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","32","2","2","25.029980","0","166"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_building_concrete_WPO.M_building_concrete_WPO","0","23","1","1","26.546228","0","134"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_shockWave03_4x4.M_ky_shockWave03_4x4","0","40","2","2","30.371534","0","300"
"/Game/SampleEnvironment/Asian_Village/materials/cliff_materials/M_cliff.M_cliff","0","23","1","1","27.668417","0","125"
"/Game/3DAssets/lambert1.lambert1","0","14","1","1","0.000000","0","61"
"/Game/3DAssets/initialShadingGroup.initialShadingGroup","0","28","1","1","0.000000","0","196"
"/Game/FX_Effect/FXVarietyPack/EpicContent/Materials/M_DefaultTextMaterialTranslucentUnlit.M_DefaultTextMaterialTranslucentUnlit","0","100","1","1","106.425682","0","1386"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_stormDeco01.M_ky_stormDeco01","0","25","1","1","19.745110","0","174"
"/Game/SampleEnvironment/Asian_Village/materials/water_materials/M_waterfall.M_waterfall","0","14","3","1","14.351440","0","85"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_block_foundation.M_block_foundation","0","23","1","1","0.000000","0","215"
"/Game/SampleEnvironment/Asian_Village/materials/sky_materials/M_sky.M_sky","0","29","1","1","35.594425","0","270"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/base_materials/M_wall_panel.M_wall_panel","0","23","1","1","22.968828","0","157"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_laser01.M_ky_laser01","0","15","1","1","13.875355","0","96"
"/Game/SampleEnvironment/Asian_Village/materials/water_materials/M_water.M_water","0","14","2","1","16.462690","0","97"
"/Game/SampleEnvironment/Asian_Village/materials/plants_materials/M_grass.M_grass","0","84","1","1","93.967247","0","1030"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_waterDust02.M_ky_waterDust02","0","9","1","1","8.937901","0","46"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_trail_primitive.M_ky_trail_primitive","0","15","1","1","13.549336","0","98"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_flare_flash.M_ky_flare_flash","0","24","2","2","20.942953","0","150"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_base.M_ky_base","0","24","2","2","22.529787","0","148"
"/Game/SampleEnvironment/Asian_Village/materials/decals_materials/M_decal_dirt.M_decal_dirt","0","21","1","1","22.636984","0","169"
"/Game/SampleEnvironment/Asian_Village/materials/trees_materials/M_foliage_bamboo.M_foliage_bamboo","0","84","1","1","106.187843","0","1395"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","0","96","3","3","79.912277","0","892"
"/Game/SampleEnvironment/Asian_Village/materials/trees_materials/M_foliage.M_foliage","0","84","1","1","112.329674","0","1308"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_smoke01.M_ky_smoke01","0","18","2","2","16.584389","0","92"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","40","2","2","32.282433","0","284"
"/Game/SampleEnvironment/Asian_Village/materials/trees_materials/M_bark.M_bark","0","121","1","1","167.995392","0","2279"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_base_anime.M_ky_base_anime","0","24","3","2","22.480331","0","122"
"/Game/SampleEnvironment/Asian_Village/materials/props_materials/M_statue.M_statue","0","23","1","1","24.277979","0","249"
"/Game/SampleEnvironment/Asian_Village/materials/props_materials/M_lantern.M_lantern","0","23","1","1","25.840809","0","194"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_primitive.M_ky_primitive","0","40","1","1","32.368504","0","449"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_flarePillar.M_ky_flarePillar","0","20","1","1","15.811737","0","184"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_thunderForBeam.M_ky_thunderForBeam","0","12","1","1","11.836572","0","89"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_circle01_4x4G_nonD.M_ky_circle01_4x4G_nonD","0","12","1","1","10.789756","0","67"
"/Game/SampleEnvironment/Asian_Village/materials/props_materials/M_flag_banner.M_flag_banner","0","23","1","1","0.000000","0","200"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_polar_primitive.M_ky_polar_primitive","0","12","1","1","10.815516","0","76"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_magicCircle020.M_ky_magicCircle020","0","9","1","1","8.300477","0","53"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_chantDecoA.M_ky_chantDecoA","0","20","1","1","15.771324","0","139"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_subUV_dynRGB.M_ky_subUV_dynRGB","0","12","1","1","12.612549","0","47"
"/Game/SampleEnvironment/Asian_Village/materials/water_materials/M_water_noise.M_water_noise","0","40","1","1","38.310104","0","346"
"/Game/SampleEnvironment/Asian_Village/materials/plants_materials/M_plants.M_plants","0","84","1","1","102.107155","0","913"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_flareVert.M_ky_flareVert","0","9","1","1","8.244707","0","36"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_dynDust.M_ky_dynDust","0","15","1","1","13.419754","0","73"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_subUV03.M_ky_subUV03","0","12","1","1","10.531824","0","54"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_subUV01.M_ky_subUV01","0","20","1","1","14.774418","0","92"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_stone02.M_ky_stone02","0","47","1","1","32.268147","0","402"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/base_materials/M_wicker_wallpaper.M_wicker_wallpaper","0","26","1","1","27.312527","0","168"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/base_materials/M_tiles_WPO.M_tiles_WPO","0","23","1","1","25.584896","0","160"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","15","1","1","13.903041","0","88"
"/Game/Material/SampleLight_Blue.SampleLight_Blue","0","28","1","1","27.823860","0","181"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_Fresnel.M_ky_Fresnel","0","20","2","1","15.597021","0","124"
"/Game/Inventory/Material/PotionUI_Circle.PotionUI_Circle","0","22","1","1","14.090855","0","142"
"/Game/FX_Effect/FXVarietyPack/EpicContent/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","26","5","1","28.589361","0","116"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/base_materials/M_base_color.M_base_color","49","23","2","1","419.164703","0","64"
"/Game/SampleEnvironment/Asian_Village/materials/water_materials/M_water_bottom.M_water_bottom","49","23","2","1","0.000000","0","64"
"/Game/Material/SampleLight_Blue.SampleLight_Blue","49","28","22","1","21.512985","0","103"
"/Game/Inventory/Material/PotionUI_Circle.PotionUI_Circle","49","24","26","1","67.594048","0","26"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_empty.M_ky_empty","49","12","12","1","7.780143","0","12"
"/Game/FX_Effect/FXVarietyPack/EpicContent/Materials/M_DemoWall.M_DemoWall","49","71","75","1","49.782604","0","77"
"/Game/3DAssets/ForestEnvironment/standardSurface1.standardSurface1","49","14","14","1","9.839639","0","15"
"/Game/3DAssets/ForestEnvironment/Material_1.Material_1","49","14","14","1","0.000000","0","15"
"/Game/3DAssets/ForestEnvironment/Material_0.Material_0","49","14","14","1","0.000000","0","15"
"/Game/3DAssets/lambert2SG.lambert2SG","49","28","28","1","18.407290","0","28"
"/Game/3DAssets/standardSurface1.standardSurface1","49","14","14","1","0.000000","0","15"
"/Game/3DAssets/lambert1.lambert1","49","14","14","1","0.000000","0","15"
"/Game/3DAssets/initialShadingGroup.initialShadingGroup","49","28","28","1","0.000000","0","28"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","44","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Game/SampleEnvironment/Asian_Village/materials/postprocess_materials/M_postprocess.M_postprocess","49","4","4","1","2.218220","0","4"
"/Game/FX_Effect/FXVarietyPack/EpicContent/Materials/M_LightTube.M_LightTube","49","4","4","1","2.176574","0","4"
"/Game/FX_Effect/FXVarietyPack/EpicContent/Materials/M_DefaultTextMaterialTranslucentUnlit.M_DefaultTextMaterialTranslucentUnlit","49","100","100","1","69.245644","0","100"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/base_materials/M_wall_panel.M_wall_panel","49","23","23","1","15.408154","0","23"
"/Game/SampleEnvironment/Asian_Village/materials/sky_materials/M_sky.M_sky","49","29","29","1","23.739603","0","29"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","49","32","32","2","17.939207","0","33"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_flare_flash.M_ky_flare_flash","49","24","24","2","14.154205","0","24"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_base.M_ky_base","49","24","24","2","14.572465","0","24"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","49","30","30","2","19.053223","0","34"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_thunderForBeam.M_ky_thunderForBeam","49","12","12","1","7.453166","0","12"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_circle01_4x4G_nonD.M_ky_circle01_4x4G_nonD","49","12","12","1","7.766366","0","12"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_flarePillar.M_ky_flarePillar","49","20","20","1","11.110090","0","20"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_subUV_dynRGB.M_ky_subUV_dynRGB","49","12","12","1","7.450013","0","12"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_chantDecoA.M_ky_chantDecoA","49","20","20","1","10.766930","0","20"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_subUV01.M_ky_subUV01","49","20","20","1","10.400611","0","20"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_subUV03.M_ky_subUV03","49","12","12","1","7.711297","0","12"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_Fresnel.M_ky_Fresnel","49","20","20","1","11.010827","0","20"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_base_anime.M_ky_base_anime","49","24","24","2","14.987452","0","24"
"/Game/FX_Effect/FXVarietyPack/EpicContent/Materials/M_Glass.M_Glass","49","27","27","1","25.491997","0","27"
"/Game/FX_Effect/FXVarietyPack/EpicContent/Materials/M_DemoRoomTiles.M_DemoRoomTiles","49","26","27","1","18.381496","0","27"
"/Game/FX_Effect/FXVarietyPack/EpicContent/Materials/M_DemoWallPattern.M_DemoWallPattern","49","69","49","3","44.861145","0","97"
"/Game/3DAssets/ForestEnvironment/IngredientMaterial/Ingredient02_Material.Ingredient02_Material","49","14","14","1","8.918952","0","14"
"/Game/3DAssets/ForestEnvironment/IngredientMaterial/Ingredient01_Material.Ingredient01_Material","49","14","14","1","9.394854","0","14"
"/Game/3DAssets/ForestEnvironment/IngredientMaterial/Ingredient03_Material.Ingredient03_Material","49","14","14","1","0.000000","0","14"
"/Game/3DAssets/ForestEnvironment/IngredientMaterial/Ingredient04_Material.Ingredient04_Material","49","14","14","1","0.000000","0","14"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_auraWall02.M_ky_auraWall02","49","32","32","2","18.303934","0","32"
"/Game/SampleEnvironment/Asian_Village/materials/water_materials/M_water_noise.M_water_noise","49","42","44","1","27.989519","0","45"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_stone02.M_ky_stone02","49","53","59","1","23.053814","0","61"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_dust01_4x4.M_ky_dust01_4x4","49","9","9","1","5.811629","0","9"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_stormDeco01.M_ky_stormDeco01","49","25","25","1","13.019077","0","25"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_laser01.M_ky_laser01","49","15","15","1","9.127701","0","15"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_aura9.M_ky_aura9","49","40","40","2","22.202076","0","42"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_shockWave03_4x4.M_ky_shockWave03_4x4","49","40","40","2","46.240002","0","44"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_storm01.M_ky_storm01","49","80","80","4","74.199333","0","81"
"/Game/SampleEnvironment/Asian_Village/materials/water_materials/M_waterfall.M_waterfall","49","14","15","1","8.863000","0","15"
"/Game/SampleEnvironment/Asian_Village/materials/water_materials/M_water.M_water","49","14","15","1","12.284508","0","15"
"/Game/SampleEnvironment/Asian_Village/materials/plants_materials/M_grass.M_grass","49","88","92","1","58.949368","0","93"
"/Game/SampleEnvironment/Asian_Village/materials/decals_materials/M_decal_dirt.M_decal_dirt","49","21","21","1","14.840795","0","22"
"/Game/SampleEnvironment/Asian_Village/materials/trees_materials/M_foliage_bamboo.M_foliage_bamboo","49","88","92","1","63.936020","0","92"
"/Game/SampleEnvironment/Asian_Village/materials/trees_materials/M_foliage.M_foliage","49","88","92","1","78.510712","0","93"
"/Game/SampleEnvironment/Asian_Village/materials/props_materials/M_lantern.M_lantern","49","23","23","1","14.991543","0","24"
"/Game/SampleEnvironment/Asian_Village/materials/props_materials/M_statue.M_statue","49","23","23","1","14.906296","0","23"
"/Game/SampleEnvironment/Asian_Village/materials/props_materials/M_flag_banner.M_flag_banner","49","23","23","1","14.792230","0","25"
"/Game/SampleEnvironment/Asian_Village/materials/plants_materials/M_plants.M_plants","49","88","92","1","59.177132","0","97"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/base_materials/M_wicker_wallpaper.M_wicker_wallpaper","49","26","27","1","17.578054","0","28"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/base_materials/M_tiles_WPO.M_tiles_WPO","49","23","23","1","51.343288","0","24"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/base_materials/M_glass.M_glass","49","5","5","1","3.321215","0","5"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/base_materials/M_concrete.M_concrete","49","44","44","1","30.186287","0","44"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_wooden_fence.M_wooden_fence","49","44","44","1","15.229846","0","47"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_thatched_roof.M_thatched_roof","49","44","2","1","62.094753","0","95"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_column_decoration.M_column_decoration","49","23","23","1","15.367145","0","24"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_building_metal.M_building_metal","49","23","23","1","65.678482","0","23"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_door.M_door","49","23","23","1","16.436098","0","26"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_building_concrete_WPO.M_building_concrete_WPO","49","23","23","1","16.420765","0","23"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_block_foundation.M_block_foundation","49","23","23","1","0.000000","0","25"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_waterDust02.M_ky_waterDust02","49","9","9","1","31.593517","0","9"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_trail_primitive.M_ky_trail_primitive","49","15","15","1","9.135847","0","16"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","49","96","47","3","137.016327","0","205"
